UF,Municipios,Alias
RN,JOAO DIAS,JOAO DIAS
RN,JOSE DA PENHA,JOSE DA PENHA
RN,JUCURUTU,JUCURUTU
RN,JUNDIA,JUNDIA
RN,LAGOA D´ANTA,LAGOA D´ANTA
RN,LAGOA DE PEDRAS,LAGOA DE PEDRAS
RN,LAGOA DE VELHOS,LAGOA DE VELHOS
RN,LAGOA NOVA,LAGOA NOVA
RN,LAGOA SALGADA,LAGOA SALGADA
RN,LAJES,LAJES
RN,LAJES PINTADAS,LAJES PINTADAS
RN,LUCRECIA,LUCRECIA
RN,LUIS GOMES,LUIS GOMES
RN,MACAIBA,MACAIBA
RN,MACAU,MACAU
RN,MAJOR SALES,MAJOR SALES
RN,MARCELINO VIEIRA,MARCELINO VIEIRA
RN,MARTINS,MARTINS
RN,MAXARANGUAPE,MAXARANGUAPE
RN,MESSIAS TARGINO,MESSIAS TARGINO
RN,MONTANHAS,MONTANHAS
RN,MONTE ALEGRE,MONTE ALEGRE
RN,MONTE DAS GAMELEIRAS,MONTE DAS GAMELEIRAS
RN,MOSSORO,MOSSORO
RN,NATAL,NATAL
RN,NISIA FLORESTA,NISIA FLORESTA
RN,NOVA CRUZ,NOVA CRUZ
RN,OLHO-D´AGUA DO BORGES,OLHO-D´AGUA DO BORGES
RN,OURO BRANCO,OURO BRANCO
RN,PARANA,PARANA
RN,PARAU,PARAU
RN,PARAZINHO,PARAZINHO
RN,PARELHAS,PARELHAS
RN,RIO DO FOGO,RIO DO FOGO
RN,PASSA E FICA,PASSA E FICA
RN,PASSAGEM,PASSAGEM
RN,PATU,PATU
RN,SANTA MARIA,SANTA MARIA
RN,PAU DOS FERROS,PAU DOS FERROS
RN,PEDRA GRANDE,PEDRA GRANDE
RN,PEDRA PRETA,PEDRA PRETA
RN,PEDRO AVELINO,PEDRO AVELINO
RN,PEDRO VELHO,PEDRO VELHO
RN,PENDENCIAS,PENDENCIAS
RN,PILOES,PILOES
RN,POCO BRANCO,POCO BRANCO
RN,PORTALEGRE,PORTALEGRE
RN,PORTO DO MANGUE,PORTO DO MANGUE
RN,PRESIDENTE JUSCELINO,PRESIDENTE JUSCELINO
RN,PUREZA,PUREZA
RN,RAFAEL FERNANDES,RAFAEL FERNANDES
RN,RAFAEL GODEIRO,RAFAEL GODEIRO
RN,RIACHO DA CRUZ,RIACHO DA CRUZ
RN,RIACHO DE SANTANA,RIACHO DE SANTANA
RN,RIACHUELO,RIACHUELO
RN,RODOLFO FERNANDES,RODOLFO FERNANDES
RN,TIBAU,TIBAU
RN,RUY BARBOSA,RUY BARBOSA
RN,SANTA CRUZ,SANTA CRUZ
RN,SANTANA DO MATOS,SANTANA DO MATOS
RN,SANTANA DO SERIDO,SANTANA DO SERIDO
RN,SANTO ANTONIO,SANTO ANTONIO
RN,SAO BENTO DO NORTE,SAO BENTO DO NORTE
RN,SAO BENTO DO TRAIRI,SAO BENTO DO TRAIRI
RN,SAO FERNANDO,SAO FERNANDO
RN,SAO FRANCISCO DO OESTE,SAO FRANCISCO DO OESTE
RN,SAO GONCALO DO AMARANTE,SAO GONCALO DO AMARANTE
RN,SAO JOAO DO SABUGI,SAO JOAO DO SABUGI
RN,SAO JOSE DE MIPIBU,SAO JOSE DE MIPIBU
RN,SAO JOSE DO CAMPESTRE,SAO JOSE DO CAMPESTRE
RN,SAO JOSE DO SERIDO,SAO JOSE DO SERIDO
RN,SAO MIGUEL,SAO MIGUEL
RN,SAO MIGUEL DO GOSTOSO,SAO MIGUEL DO GOSTOSO
RN,SAO PAULO DO POTENGI,SAO PAULO DO POTENGI
RN,SAO PEDRO,SAO PEDRO
RN,SAO RAFAEL,SAO RAFAEL
RN,SAO TOME,SAO TOME
RN,SAO VICENTE,SAO VICENTE
RN,SENADOR ELOI DE SOUZA,SENADOR ELOI DE SOUZA
RN,SENADOR GEORGINO AVELINO,SENADOR GEORGINO AVELINO
RN,SERRA DE SAO BENTO,SERRA DE SAO BENTO
RN,SERRA DO MEL,SERRA DO MEL
RN,SERRA NEGRA DO NORTE,SERRA NEGRA DO NORTE
RN,SERRINHA,SERRINHA
RN,SERRINHA DOS PINTOS,SERRINHA DOS PINTOS
RN,SEVERIANO MELO,SEVERIANO MELO
RN,SITIO NOVO,SITIO NOVO
RN,TABOLEIRO GRANDE,TABOLEIRO GRANDE
RN,TAIPU,TAIPU
RN,TANGARA,TANGARA
RN,TENENTE ANANIAS,TENENTE ANANIAS
RN,TENENTE LAURENTINO CRUZ,TENENTE LAURENTINO CRUZ
RN,TIBAU DO SUL,TIBAU DO SUL
RN,TIMBAUBA DOS BATISTAS,TIMBAUBA DOS BATISTAS
RN,TOUROS,TOUROS
RN,TRIUNFO POTIGUAR,TRIUNFO POTIGUAR
RN,UMARIZAL,UMARIZAL
RN,UPANEMA,UPANEMA
RN,VARZEA,VARZEA
RN,VENHA-VER,VENHA-VER
RN,VERA CRUZ,VERA CRUZ
RN,VICOSA,VICOSA
RN,VILA FLOR,VILA FLOR
PB,AGUA BRANCA,AGUA BRANCA
PB,AGUIAR,AGUIAR
PB,ALAGOA GRANDE,ALAGOA GRANDE
PB,ALAGOA NOVA,ALAGOA NOVA
PB,ALAGOINHA,ALAGOINHA
PB,ALCANTIL,ALCANTIL
PB,ALGODAO DE JANDAIRA,ALGODAO DE JANDAIRA
PB,ALHANDRA,ALHANDRA
PB,SAO JOAO DO RIO DO PEIXE,SAO JOAO DO RIO DO PEIXE
PB,AMPARO,AMPARO
PB,APARECIDA,APARECIDA
PB,ARACAGI,ARACAGI
PB,ARARA,ARARA
PB,ARARUNA,ARARUNA
PB,AREIA,AREIA
PB,AREIA DE BARAUNAS,AREIA DE BARAUNAS
PB,AREIAL,AREIAL
PB,AROEIRAS,AROEIRAS
PB,ASSUNCAO,ASSUNCAO
PB,BAIA DA TRAICAO,BAIA DA TRAICAO
PB,BANANEIRAS,BANANEIRAS
PB,BARAUNA,BARAUNA
PB,BARRA DE SANTANA,BARRA DE SANTANA
PB,BARRA DE SANTA ROSA,BARRA DE SANTA ROSA
PB,BARRA DE SAO MIGUEL,BARRA DE SAO MIGUEL
PB,BAYEUX,BAYEUX
PB,BELEM,BELEM
PB,BELEM DO BREJO DO CRUZ,BELEM DO BREJO DO CRUZ
PB,BERNARDINO BATISTA,BERNARDINO BATISTA
PB,BOA VENTURA,BOA VENTURA
PB,BOA VISTA,BOA VISTA
PB,BOM JESUS,BOM JESUS
PB,BOM SUCESSO,BOM SUCESSO
PB,BONITO DE SANTA FE,BONITO DE SANTA FE
PB,BOQUEIRAO,BOQUEIRAO
PB,IGARACY,IGARACY
PB,BORBOREMA,BORBOREMA
PB,BREJO DO CRUZ,BREJO DO CRUZ
PB,BREJO DOS SANTOS,BREJO DOS SANTOS
PB,CAAPORA,CAAPORA
PB,CABACEIRAS,CABACEIRAS
PB,CABEDELO,CABEDELO
PB,CACHOEIRA DOS INDIOS,CACHOEIRA DOS INDIOS
PB,CACIMBA DE AREIA,CACIMBA DE AREIA
PB,CACIMBA DE DENTRO,CACIMBA DE DENTRO
PB,CACIMBAS,CACIMBAS
PB,CAICARA,CAICARA
PB,CAJAZEIRAS,CAJAZEIRAS
PB,CAJAZEIRINHAS,CAJAZEIRINHAS
PB,CALDAS BRANDAO,CALDAS BRANDAO
PB,CAMALAU,CAMALAU
PB,CAMPINA GRANDE,CAMPINA GRANDE
PB,CAPIM,CAPIM
PB,CARAUBAS,CARAUBAS
PB,CARRAPATEIRA,CARRAPATEIRA
PB,CASSERENGUE,CASSERENGUE
PB,CATINGUEIRA,CATINGUEIRA
PB,CATOLE DO ROCHA,CATOLE DO ROCHA
PB,CATURITE,CATURITE
PB,CONCEICAO,CONCEICAO
PB,CONDADO,CONDADO
PB,CONDE,CONDE
PB,CONGO,CONGO
PB,COREMAS,COREMAS
PB,COXIXOLA,COXIXOLA
PB,CRUZ DO ESPIRITO SANTO,CRUZ DO ESPIRITO SANTO
PB,CUBATI,CUBATI
PB,CUITE,CUITE
PB,CUITEGI,CUITEGI
PB,CUITE DE MAMANGUAPE,CUITE DE MAMANGUAPE
PB,CURRAL DE CIMA,CURRAL DE CIMA
PB,CURRAL VELHO,CURRAL VELHO
PB,DAMIAO,DAMIAO
PB,DESTERRO,DESTERRO
PB,VISTA SERRANA,VISTA SERRANA
PB,DIAMANTE,DIAMANTE
PB,DONA INES,DONA INES
PB,DUAS ESTRADAS,DUAS ESTRADAS
PB,EMAS,EMAS
PB,ESPERANCA,ESPERANCA
PB,FAGUNDES,FAGUNDES
PB,FREI MARTINHO,FREI MARTINHO
PB,GADO BRAVO,GADO BRAVO
PB,GUARABIRA,GUARABIRA
PB,GURINHEM,GURINHEM
PB,GURJAO,GURJAO
PB,IBIARA,IBIARA
PB,IMACULADA,IMACULADA
PB,INGA,INGA
PB,ITABAIANA,ITABAIANA
PB,ITAPORANGA,ITAPORANGA
PB,ITAPOROROCA,ITAPOROROCA
PB,ITATUBA,ITATUBA
PB,JACARAU,JACARAU
PB,JERICO,JERICO
PB,JOAO PESSOA,JOAO PESSOA
PB,JUAREZ TAVORA,JUAREZ TAVORA
PB,JUAZEIRINHO,JUAZEIRINHO
PB,JUNCO DO SERIDO,JUNCO DO SERIDO
PB,JURIPIRANGA,JURIPIRANGA
PB,JURU,JURU
PB,LAGOA,LAGOA
PB,LAGOA DE DENTRO,LAGOA DE DENTRO
PB,LAGOA SECA,LAGOA SECA
PB,LASTRO,LASTRO
PB,LIVRAMENTO,LIVRAMENTO
PB,LOGRADOURO,LOGRADOURO
PB,LUCENA,LUCENA
PB,MAE D´AGUA,MAE D´AGUA
PB,MALTA,MALTA
PB,MAMANGUAPE,MAMANGUAPE
PB,MANAIRA,MANAIRA
PB,MARCACAO,MARCACAO
PB,MARI,MARI
PB,MARIZOPOLIS,MARIZOPOLIS
PB,MASSARANDUBA,MASSARANDUBA
PB,MATARACA,MATARACA
PB,MATINHAS,MATINHAS
PB,MATO GROSSO,MATO GROSSO
PB,MATUREIA,MATUREIA
PB,MOGEIRO,MOGEIRO
PB,MONTADAS,MONTADAS
PB,MONTE HOREBE,MONTE HOREBE
PB,MONTEIRO,MONTEIRO
PB,MULUNGU,MULUNGU
PB,NATUBA,NATUBA
PB,NAZAREZINHO,NAZAREZINHO
PB,NOVA FLORESTA,NOVA FLORESTA
PB,NOVA OLINDA,NOVA OLINDA
PB,NOVA PALMEIRA,NOVA PALMEIRA
PB,OLHO D´AGUA,OLHO D´AGUA
PB,OLIVEDOS,OLIVEDOS
PB,OURO VELHO,OURO VELHO
PB,PARARI,PARARI
PB,PASSAGEM,PASSAGEM
PB,PATOS,PATOS
PB,PAULISTA,PAULISTA
PB,PEDRA BRANCA,PEDRA BRANCA
PB,PEDRA LAVRADA,PEDRA LAVRADA
PB,PEDRAS DE FOGO,PEDRAS DE FOGO
PB,PIANCO,PIANCO
PB,PICUI,PICUI
PB,PILAR,PILAR
PB,PILOES,PILOES
PB,PILOEZINHOS,PILOEZINHOS
PB,PIRPIRITUBA,PIRPIRITUBA
PB,PITIMBU,PITIMBU
PB,POCINHOS,POCINHOS
PB,POCO DANTAS,POCO DANTAS
PB,POCO DE JOSE DE MOURA,POCO DE JOSE DE MOURA
PB,POMBAL,POMBAL
PB,PRATA,PRATA
PB,PRINCESA ISABEL,PRINCESA ISABEL
PB,PUXINANA,PUXINANA
PB,QUEIMADAS,QUEIMADAS
PB,QUIXABA,QUIXABA
PB,REMIGIO,REMIGIO
PB,PEDRO REGIS,PEDRO REGIS
PB,RIACHAO,RIACHAO
PB,RIACHAO DO BACAMARTE,RIACHAO DO BACAMARTE
PB,RIACHAO DO POCO,RIACHAO DO POCO
PB,RIACHO DE SANTO ANTONIO,RIACHO DE SANTO ANTONIO
PB,RIACHO DOS CAVALOS,RIACHO DOS CAVALOS
PB,RIO TINTO,RIO TINTO
PB,SALGADINHO,SALGADINHO
PB,SALGADO DE SAO FELIX,SALGADO DE SAO FELIX
PB,SANTA CECILIA,SANTA CECILIA
PB,SANTA CRUZ,SANTA CRUZ
PB,SANTA HELENA,SANTA HELENA
PB,SANTA INES,SANTA INES
PB,SANTA LUZIA,SANTA LUZIA
PB,SANTANA DE MANGUEIRA,SANTANA DE MANGUEIRA
PB,SANTANA DOS GARROTES,SANTANA DOS GARROTES
PB,SANTAREM,SANTAREM
PB,SANTA RITA,SANTA RITA
PB,SANTA TERESINHA,SANTA TERESINHA
PB,SANTO ANDRE,SANTO ANDRE
PB,SAO BENTO,SAO BENTO
PB,SAO BENTINHO,SAO BENTINHO
PB,SAO DOMINGOS DO CARIRI,SAO DOMINGOS DO CARIRI
PB,SAO DOMINGOS DE POMBAL,SAO DOMINGOS DE POMBAL
PB,SAO FRANCISCO,SAO FRANCISCO
PB,SAO JOAO DO CARIRI,SAO JOAO DO CARIRI
PB,SAO JOAO DO TIGRE,SAO JOAO DO TIGRE
PB,SAO JOSE DA LAGOA TAPADA,SAO JOSE DA LAGOA TAPADA
PB,SAO JOSE DE CAIANA,SAO JOSE DE CAIANA
PB,SAO JOSE DE ESPINHARAS,SAO JOSE DE ESPINHARAS
PB,SAO JOSE DOS RAMOS,SAO JOSE DOS RAMOS
PB,SAO JOSE DE PIRANHAS,SAO JOSE DE PIRANHAS
PB,SAO JOSE DE PRINCESA,SAO JOSE DE PRINCESA
PB,SAO JOSE DO BONFIM,SAO JOSE DO BONFIM
PB,SAO JOSE DO BREJO DO CRUZ,SAO JOSE DO BREJO DO CRUZ
PB,SAO JOSE DO SABUGI,SAO JOSE DO SABUGI
PB,SAO JOSE DOS CORDEIROS,SAO JOSE DOS CORDEIROS
PB,SAO MAMEDE,SAO MAMEDE
PB,SAO MIGUEL DE TAIPU,SAO MIGUEL DE TAIPU
PB,SAO SEBASTIAO DE LAGOA DE ROCA,SAO SEBASTIAO DE LAGOA DE ROCA
PB,SAO SEBASTIAO DO UMBUZEIRO,SAO SEBASTIAO DO UMBUZEIRO
PB,SAPE,SAPE
PB,SERIDO,SERIDO
PB,SERRA BRANCA,SERRA BRANCA
PB,SERRA DA RAIZ,SERRA DA RAIZ
PB,SERRA GRANDE,SERRA GRANDE
PB,SERRA REDONDA,SERRA REDONDA
PB,SERRARIA,SERRARIA
PB,SERTAOZINHO,SERTAOZINHO
PB,SOBRADO,SOBRADO
PB,SOLANEA,SOLANEA
PB,SOLEDADE,SOLEDADE
PB,SOSSEGO,SOSSEGO
PB,SOUSA,SOUSA
PB,SUME,SUME
PB,CAMPO DE SANTANA,CAMPO DE SANTANA
PB,TAPEROA,TAPEROA
PB,TAVARES,TAVARES
PB,TEIXEIRA,TEIXEIRA
PB,TENORIO,TENORIO
PB,TRIUNFO,TRIUNFO
PB,UIRAUNA,UIRAUNA
PB,UMBUZEIRO,UMBUZEIRO
PB,VARZEA,VARZEA
PB,VIEIROPOLIS,VIEIROPOLIS
PB,ZABELE,ZABELE
PE,ABREU E LIMA,ABREU E LIMA
PE,AFOGADOS DA INGAZEIRA,AFOGADOS DA INGAZEIRA
PE,AFRANIO,AFRANIO
PE,AGRESTINA,AGRESTINA
PE,AGUA PRETA,AGUA PRETA
PE,AGUAS BELAS,AGUAS BELAS
PE,ALAGOINHA,ALAGOINHA
PE,ALIANCA,ALIANCA
PE,ALTINHO,ALTINHO
PE,AMARAJI,AMARAJI
PE,ANGELIM,ANGELIM
PE,ARACOIABA,ARACOIABA
PE,ARARIPINA,ARARIPINA
PE,ARCOVERDE,ARCOVERDE
PE,BARRA DE GUABIRABA,BARRA DE GUABIRABA
PE,BARREIROS,BARREIROS
PE,BELEM DE MARIA,BELEM DE MARIA
PE,BELEM DE SAO FRANCISCO,BELEM DE SAO FRANCISCO
PE,BELO JARDIM,BELO JARDIM
PE,BETANIA,BETANIA
PE,BEZERROS,BEZERROS
PE,BODOCO,BODOCO
PE,BOM CONSELHO,BOM CONSELHO
PE,BOM JARDIM,BOM JARDIM
PE,BONITO,BONITO
PE,BREJAO,BREJAO
PE,BREJINHO,BREJINHO
PE,BREJO DA MADRE DE DEUS,BREJO DA MADRE DE DEUS
PE,BUENOS AIRES,BUENOS AIRES
PE,BUIQUE,BUIQUE
PE,CABO DE SANTO AGOSTINHO,CABO DE SANTO AGOSTINHO
PE,CABROBO,CABROBO
PE,CACHOEIRINHA,CACHOEIRINHA
PE,CAETES,CAETES
PE,CALCADO,CALCADO
PE,CALUMBI,CALUMBI
PE,CAMARAGIBE,CAMARAGIBE
PE,CAMOCIM DE SAO FELIX,CAMOCIM DE SAO FELIX
PE,CAMUTANGA,CAMUTANGA
PE,CANHOTINHO,CANHOTINHO
PE,CAPOEIRAS,CAPOEIRAS
PE,CARNAIBA,CARNAIBA
PE,CARNAUBEIRA DA PENHA,CARNAUBEIRA DA PENHA
PE,CARPINA,CARPINA
PE,CARUARU,CARUARU
PE,CASINHAS,CASINHAS
PE,CATENDE,CATENDE
PE,CEDRO,CEDRO
PE,CHA DE ALEGRIA,CHA DE ALEGRIA
PE,CHA GRANDE,CHA GRANDE
PE,CONDADO,CONDADO
PE,CORRENTES,CORRENTES
PE,CORTES,CORTES
PE,CUMARU,CUMARU
PE,CUPIRA,CUPIRA
PE,CUSTODIA,CUSTODIA
PE,DORMENTES,DORMENTES
PE,ESCADA,ESCADA
PE,EXU,EXU
PE,FEIRA NOVA,FEIRA NOVA
PE,FERNANDO DE NORONHA,FERNANDO DE NORONHA
PE,FERREIROS,FERREIROS
PE,FLORES,FLORES
PE,FLORESTA,FLORESTA
PE,FREI MIGUELINHO,FREI MIGUELINHO
PE,GAMELEIRA,GAMELEIRA
PE,GARANHUNS,GARANHUNS
PE,GLORIA DO GOITA,GLORIA DO GOITA
PE,GOIANA,GOIANA
PE,GRANITO,GRANITO
PE,GRAVATA,GRAVATA
PE,IATI,IATI
PE,IBIMIRIM,IBIMIRIM
PE,IBIRAJUBA,IBIRAJUBA
PE,IGARASSU,IGARASSU
PE,IGUARACI,IGUARACI
PE,INAJA,INAJA
PE,INGAZEIRA,INGAZEIRA
PE,IPOJUCA,IPOJUCA
PE,IPUBI,IPUBI
PE,ITACURUBA,ITACURUBA
PE,ITAIBA,ITAIBA
PE,ILHA DE ITAMARACA,ILHA DE ITAMARACA
PE,ITAMBE,ITAMBE
PE,ITAPETIM,ITAPETIM
PE,ITAPISSUMA,ITAPISSUMA
PE,ITAQUITINGA,ITAQUITINGA
PE,JABOATAO DOS GUARARAPES,JABOATAO DOS GUARARAPES
PE,JAQUEIRA,JAQUEIRA
PE,JATAUBA,JATAUBA
PE,JATOBA,JATOBA
PE,JOAO ALFREDO,JOAO ALFREDO
PE,JOAQUIM NABUCO,JOAQUIM NABUCO
PE,JUCATI,JUCATI
PE,JUPI,JUPI
PE,JUREMA,JUREMA
PE,LAGOA DO CARRO,LAGOA DO CARRO
PE,LAGOA DO ITAENGA,LAGOA DO ITAENGA
PE,LAGOA DO OURO,LAGOA DO OURO
PE,LAGOA DOS GATOS,LAGOA DOS GATOS
PE,LAGOA GRANDE,LAGOA GRANDE
PE,LAJEDO,LAJEDO
PE,LIMOEIRO,LIMOEIRO
PE,MACAPARANA,MACAPARANA
PE,MACHADOS,MACHADOS
PE,MANARI,MANARI
PE,MARAIAL,MARAIAL
PE,MIRANDIBA,MIRANDIBA
PE,MORENO,MORENO
PE,NAZARE DA MATA,NAZARE DA MATA
PE,OLINDA,OLINDA
PE,OROBO,OROBO
PE,OROCO,OROCO
PE,OURICURI,OURICURI
PE,PALMARES,PALMARES
PE,PALMEIRINA,PALMEIRINA
PE,PANELAS,PANELAS
PE,PARANATAMA,PARANATAMA
PE,PARNAMIRIM,PARNAMIRIM
PE,PASSIRA,PASSIRA
PE,PAUDALHO,PAUDALHO
PE,PAULISTA,PAULISTA
PE,PEDRA,PEDRA
PE,PESQUEIRA,PESQUEIRA
PE,PETROLANDIA,PETROLANDIA
PE,PETROLINA,PETROLINA
PE,POCAO,POCAO
PE,POMBOS,POMBOS
PE,PRIMAVERA,PRIMAVERA
PE,QUIPAPA,QUIPAPA
PE,QUIXABA,QUIXABA
PE,RECIFE,RECIFE
PE,RIACHO DAS ALMAS,RIACHO DAS ALMAS
PE,RIBEIRAO,RIBEIRAO
PE,RIO FORMOSO,RIO FORMOSO
PE,SAIRE,SAIRE
PE,SALGADINHO,SALGADINHO
PE,SALGUEIRO,SALGUEIRO
PE,SALOA,SALOA
PE,SANHARO,SANHARO
PE,SANTA CRUZ,SANTA CRUZ
PE,SANTA CRUZ DA BAIXA VERDE,SANTA CRUZ DA BAIXA VERDE
PE,SANTA CRUZ DO CAPIBARIBE,SANTA CRUZ DO CAPIBARIBE
PE,SANTA FILOMENA,SANTA FILOMENA
PE,SANTA MARIA DA BOA VISTA,SANTA MARIA DA BOA VISTA
PE,SANTA MARIA DO CAMBUCA,SANTA MARIA DO CAMBUCA
PE,SANTA TEREZINHA,SANTA TEREZINHA
PE,SAO BENEDITO DO SUL,SAO BENEDITO DO SUL
PE,SAO BENTO DO UNA,SAO BENTO DO UNA
PE,SAO CAITANO,SAO CAITANO
PE,SAO JOAO,SAO JOAO
PE,SAO JOAQUIM DO MONTE,SAO JOAQUIM DO MONTE
PE,SAO JOSE DA COROA GRANDE,SAO JOSE DA COROA GRANDE
PE,SAO JOSE DO BELMONTE,SAO JOSE DO BELMONTE
PE,SAO JOSE DO EGITO,SAO JOSE DO EGITO
PE,SAO LOURENCO DA MATA,SAO LOURENCO DA MATA
PE,SAO VICENTE FERRER,SAO VICENTE FERRER
PE,SERRA TALHADA,SERRA TALHADA
PE,SERRITA,SERRITA
PE,SERTANIA,SERTANIA
PE,SIRINHAEM,SIRINHAEM
PE,MOREILANDIA,MOREILANDIA
PE,SOLIDAO,SOLIDAO
PE,SURUBIM,SURUBIM
PE,TABIRA,TABIRA
PE,TACAIMBO,TACAIMBO
PE,TACARATU,TACARATU
PE,TAMANDARE,TAMANDARE
PE,TAQUARITINGA DO NORTE,TAQUARITINGA DO NORTE
PE,TEREZINHA,TEREZINHA
PE,TERRA NOVA,TERRA NOVA
PE,TIMBAUBA,TIMBAUBA
PE,TORITAMA,TORITAMA
PE,TRACUNHAEM,TRACUNHAEM
PE,TRINDADE,TRINDADE
PE,TRIUNFO,TRIUNFO
PE,TUPANATINGA,TUPANATINGA
PE,TUPARETAMA,TUPARETAMA
PE,VENTUROSA,VENTUROSA
PE,VERDEJANTE,VERDEJANTE
PE,VERTENTE DO LERIO,VERTENTE DO LERIO
PE,VERTENTES,VERTENTES
PE,VICENCIA,VICENCIA
PE,VITORIA DE SANTO ANTAO,VITORIA DE SANTO ANTAO
PE,XEXEU,XEXEU
AL,AGUA BRANCA,AGUA BRANCA
AL,ANADIA,ANADIA
AL,ARAPIRACA,ARAPIRACA
AL,ATALAIA,ATALAIA
AL,BARRA DE SANTO ANTONIO,BARRA DE SANTO ANTONIO
AL,BARRA DE SAO MIGUEL,BARRA DE SAO MIGUEL
AL,BATALHA,BATALHA
AL,BELEM,BELEM
AL,BELO MONTE,BELO MONTE
AL,BOCA DA MATA,BOCA DA MATA
AL,BRANQUINHA,BRANQUINHA
AL,CACIMBINHAS,CACIMBINHAS
AL,CAJUEIRO,CAJUEIRO
AL,CAMPESTRE,CAMPESTRE
AL,CAMPO ALEGRE,CAMPO ALEGRE
AL,CAMPO GRANDE,CAMPO GRANDE
AL,CANAPI,CANAPI
AL,CAPELA,CAPELA
AL,CARNEIROS,CARNEIROS
AL,CHA PRETA,CHA PRETA
AL,COITE DO NOIA,COITE DO NOIA
AL,COLONIA LEOPOLDINA,COLONIA LEOPOLDINA
AL,COQUEIRO SECO,COQUEIRO SECO
AL,CORURIPE,CORURIPE
AL,CRAIBAS,CRAIBAS
AL,DELMIRO GOUVEIA,DELMIRO GOUVEIA
AL,DOIS RIACHOS,DOIS RIACHOS
AL,ESTRELA DE ALAGOAS,ESTRELA DE ALAGOAS
AL,FEIRA GRANDE,FEIRA GRANDE
AL,FELIZ DESERTO,FELIZ DESERTO
AL,FLEXEIRAS,FLEXEIRAS
AL,GIRAU DO PONCIANO,GIRAU DO PONCIANO
AL,IBATEGUARA,IBATEGUARA
AL,IGACI,IGACI
AL,IGREJA NOVA,IGREJA NOVA
AL,INHAPI,INHAPI
AL,JACARE DOS HOMENS,JACARE DOS HOMENS
AL,JACUIPE,JACUIPE
AL,JAPARATINGA,JAPARATINGA
AL,JARAMATAIA,JARAMATAIA
AL,JEQUIA DA PRAIA,JEQUIA DA PRAIA
AL,JOAQUIM GOMES,JOAQUIM GOMES
AL,JUNDIA,JUNDIA
AL,JUNQUEIRO,JUNQUEIRO
AL,LAGOA DA CANOA,LAGOA DA CANOA
AL,LIMOEIRO DE ANADIA,LIMOEIRO DE ANADIA
AL,MACEIO,MACEIO
AL,MAJOR ISIDORO,MAJOR ISIDORO
AL,MARAGOGI,MARAGOGI
AL,MARAVILHA,MARAVILHA
AL,MARECHAL DEODORO,MARECHAL DEODORO
AL,MARIBONDO,MARIBONDO
AL,MAR VERMELHO,MAR VERMELHO
AL,MATA GRANDE,MATA GRANDE
AL,MATRIZ DE CAMARAGIBE,MATRIZ DE CAMARAGIBE
AL,MESSIAS,MESSIAS
AL,MINADOR DO NEGRAO,MINADOR DO NEGRAO
AL,MONTEIROPOLIS,MONTEIROPOLIS
AL,MURICI,MURICI
AL,NOVO LINO,NOVO LINO
AL,OLHO D´AGUA DAS FLORES,OLHO D´AGUA DAS FLORES
AL,OLHO D´AGUA DO CASADO,OLHO D´AGUA DO CASADO
AL,OLHO D´AGUA GRANDE,OLHO D´AGUA GRANDE
AL,OLIVENCA,OLIVENCA
AL,OURO BRANCO,OURO BRANCO
AL,PALESTINA,PALESTINA
AL,PALMEIRA DOS INDIOS,PALMEIRA DOS INDIOS
AL,PAO DE ACUCAR,PAO DE ACUCAR
AL,PARICONHA,PARICONHA
AL,PARIPUEIRA,PARIPUEIRA
AL,PASSO DE CAMARAGIBE,PASSO DE CAMARAGIBE
AL,PAULO JACINTO,PAULO JACINTO
AL,PENEDO,PENEDO
AL,PIACABUCU,PIACABUCU
AL,PILAR,PILAR
AL,PINDOBA,PINDOBA
AL,PIRANHAS,PIRANHAS
AL,POCO DAS TRINCHEIRAS,POCO DAS TRINCHEIRAS
AL,PORTO CALVO,PORTO CALVO
AL,PORTO DE PEDRAS,PORTO DE PEDRAS
AL,PORTO REAL DO COLEGIO,PORTO REAL DO COLEGIO
AL,QUEBRANGULO,QUEBRANGULO
AL,RIO LARGO,RIO LARGO
AL,ROTEIRO,ROTEIRO
AL,SANTA LUZIA DO NORTE,SANTA LUZIA DO NORTE
AL,SANTANA DO IPANEMA,SANTANA DO IPANEMA
AL,SANTANA DO MUNDAU,SANTANA DO MUNDAU
AL,SAO BRAS,SAO BRAS
AL,SAO JOSE DA LAJE,SAO JOSE DA LAJE
AL,SAO JOSE DA TAPERA,SAO JOSE DA TAPERA
AL,SAO LUIS DO QUITUNDE,SAO LUIS DO QUITUNDE
AL,SAO MIGUEL DOS CAMPOS,SAO MIGUEL DOS CAMPOS
AL,SAO MIGUEL DOS MILAGRES,SAO MIGUEL DOS MILAGRES
AL,SAO SEBASTIAO,SAO SEBASTIAO
AL,SATUBA,SATUBA
AL,SENADOR RUI PALMEIRA,SENADOR RUI PALMEIRA
AL,TANQUE D´ARCA,TANQUE D´ARCA
AL,TAQUARANA,TAQUARANA
AL,TEOTONIO VILELA,TEOTONIO VILELA
AL,TRAIPU,TRAIPU
AL,UNIAO DOS PALMARES,UNIAO DOS PALMARES
AL,VICOSA,VICOSA
SE,AMPARO DE SAO FRANCISCO,AMPARO DE SAO FRANCISCO
SE,AQUIDABA,AQUIDABA
SE,ARACAJU,ARACAJU
SE,ARAUA,ARAUA
SE,AREIA BRANCA,AREIA BRANCA
